권역,펫샵명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
경기,스타독,031-465-3188,"경기도 안양시 만안구 만안로 ***, *층 (안양동)",경기도 안양시 만안구 안양동 ***-* *층,13992,2013-11-14,영업/정상
경기,베베캣 고양이,031-387-2080,"경기도 안양시 동안구 관악대로 ***-*, *층 (관양동)",경기도 안양시 동안구 관양동 ****-** *층,13937,2017-06-23,영업/정상
경기,웰니스(평촌),031-382-0011,"경기도 안양시 동안구 시민대로 ***, 이마트평촌점 지하*층 (관양동)",경기도 안양시 동안구 관양동 **** 이마트평촌점,14066,2018-03-20,영업/정상
경기,힐링주,031-340-4411,"경기도 안양시 동안구 시민대로***번길 *, W에이스타워 ***호, ***호 (관양동)",경기도 안양시 동안구 관양동 ****-* W에이스타워,14055,2020-01-28,영업/정상
경기,평촌동물병원,031-384-9505,"경기도 안양시 동안구 평촌대로 ***, 평촌트윈마트 ***호 일부, ***호 일부호 (평촌동)","경기도 안양시 동안구 평촌동 ***-* 평촌트윈마트 ***호 일부, ***호 일부호",14103,2025-05-30,영업/정상
경기,미니펫 강아지분양 고양이분양 부천점,032-326-8990,"경기도 부천시 원미구 길주로 ***, ***호 (중동, 에스티마오피스텔)",,14537,2015-11-09,영업/정상
경기,예쁘개,032-671-0097,"경기도 부천시 오정구 역곡로***번길 **, *층 (고강동)",경기도 부천시 오정구 고강동 ***-*,14407,2023-12-04,영업/정상
경기,로얄수족관,032-718-1052,,경기도 부천시 원미구 중동 ****,,2012-10-24,영업/정상
경기,가가동물원,02-2615-1021,경기도 광명시 아방리*길 ** (노온사동),경기도 광명시 노온사동 ***-*,14335,2012-08-03,영업/정상
경기,광명 꽃 수족관,02-2625-6004,"경기도 광명시 오리로 ***, 크로앙스 지하*층 (광명동)",경기도 광명시 광명동 ***-** 크로앙스,14220,2012-08-29,영업/정상
경기,데코스,02-2067-8955,"경기도 광명시 오리로 ***, 크로앙스 지하*층 (광명동)",경기도 광명시 광명동 ***-** 크로앙스,14220,2012-08-29,영업/정상
경기,내품안의반려견광명점,070-7809-7771,"경기도 광명시 금하로 ***, 비앤팰리스 *층 ***호 (소하동)",경기도 광명시 소하동 **-**,14314,2022-09-23,영업/정상
경기,로얄 수족관,02-6918-1234,"경기도 광명시 소하로 **, 이마트 소하점 *층 (소하동)",경기도 광명시 소하동 ****-*,14316,2023-08-16,영업/정상
경기,주식회사 우연컴퍼니,02-2038-8602,"경기도 광명시 오리로 ***, 창업지원센터 ***호 (소하동)",경기도 광명시 소하동 ****-* 창업지원센터 ***호,14327,2024-01-16,영업/정상
경기,마루네 애견사랑,031-664-1010,경기도 평택시 송탄로 *** (서정동),경기도 평택시 서정동,17777,2015-06-17,영업/정상
경기,펫 프렌즈,031-668-7955,경기도 평택시 송탄로 *** (지산동),경기도 평택시 지산동 ***-**,17756,2015-08-24,영업/정상
경기,작은동물원,031-651-8979,경기도 평택시 평택로 ** (평택동),경기도 평택시 평택동 **-**,,2008-07-10,영업/정상
경기,(주)밀레펫(이마트평택점),031-371-1052,경기도 평택시 영신로 ** (동삭동),경기도 평택시 지제동 **,,2012-08-16,영업/정상
경기,야옹아 멍멍해봐,031-668-3330,경기도 평택시 은실고가길 *** (세교동),경기도 평택시 세교동 ***,17825,2014-04-04,영업/정상
경기,롯데마트 동두천점(한강아쿠아),031-527-4244,경기도 동두천시 평화로****번길 ** (송내동),경기도 동두천시 송내동 ***,11355,2012-09-03,영업/정상
경기,현대애견,031-865-5393,"경기도 동두천시 큰시장로 **, 고려빌딩 (생연동)",경기도 동두천시 생연동 ***-* 고려빌딩,11333,2017-12-15,영업/정상
경기,아이러브퍼피,031-866-9877,"경기도 동두천시 강변로 ***, 송내아이파크상가 ***호 (송내동)",경기도 동두천시 송내동 ***-* 송내아이파크상가,11353,2020-06-08,영업/정상
경기,웰니스동물병원,031-414-1275,"경기도 안산시 상록구 항가울로 ***, 롯데마트 *층 (성포동)",경기도 안산시 상록구 성포동 *** 롯데마트,15299,2024-07-03,영업/정상
경기,주식회사 와글,031-481-8599,"경기도 안산시 단원구 광덕*로 ***, *층 (고잔동)",경기도 안산시 단원구 고잔동 ***-*,15465,2025-01-20,영업/정상
경기,허브애견,031-414-8885,경기도 안산시 단원구 선부로 *** (와동),경기도 안산시 단원구 와동 ***-*,15253,2009-08-12,영업/정상
경기,(주) 가나펫,031-402-4060,"경기도 안산시 단원구 중앙대로 ***, *층 (고잔동, 롯데프라자)",경기도 안산시 단원구 고잔동 ***-* 롯데프라자 *층,15360,2009-12-31,영업/정상
경기,(주)밀레펫(이마트고잔점),031-485-5820,경기도 안산시 단원구 원포공원*로 ** (초지동),경기도 안산시 단원구 초지동 ***-*,,2012-08-13,영업/정상
경기,한강아쿠아 롯데마트 안산점,031-572-7754,"경기도 안산시 상록구 충장로 ***, 롯데마트 (성포동)",경기도 안산시 상록구 성포동 *** 주유소,15299,2012-08-14,영업/정상
경기,해피애견,031-419-3377,"경기도 안산시 상록구 샘골로 ***, ***호 (본오동)",경기도 안산시 상록구 본오동 ***-* ***호,15541,2014-07-24,영업/정상
경기,컴페니언펫,070-4202-0890,"경기도 안산시 상록구 광덕*로 ***, ***호 (이동)",경기도 안산시 상록구 이동 ***,15489,2016-06-22,영업/정상
경기,안산 요미독앤캣 강아지분양 고양이분양,031-403-0509,"경기도 안산시 상록구 석호로 **, 지승빌딩 *층 (이동)",경기도 안산시 상록구 이동 ***-* 지승빌딩,15496,2018-01-17,영업/정상
경기,(주)펫콤,031-8042-2888,"경기도 안산시 단원구 엠티브이*로 ***, 동신엔지니어링 (목내동)",경기도 안산시 단원구 목내동 ***-* 동신엔지니어링,15658,2020-02-20,영업/정상
경기,화이트 버블,02-381-3327,"경기도 고양시 덕양구 삼원로*길 **, B층 ***호 (삼송동)",경기도 고양시 덕양구 삼송동 ***-* B층 ***호,10550,2016-09-02,영업/정상
경기,미뇽 캣,031-814-7749,경기도 고양시 일산동구 무궁화로***번길 ** (정발산동),경기도 고양시 일산동구 정발산동 ****-*,10358,2017-03-29,영업/정상
경기,바비펫샵,031-979-9798,"경기도 고양시 덕양구 서정마을로 *, ***호 (행신동, 행신프라자)",경기도 고양시 덕양구 행신동 **** ***호,10486,2017-07-05,영업/정상
경기,일산강아지분양고양이분양 도그마루,1566-8713,"경기도 고양시 일산동구 정발산로**번길 **, 라이저 오피스텔 *층 ***,***,***호 (장항동)",경기도 고양시 일산동구 장항동 *** 라이저 오피스텔,10403,2019-07-30,영업/정상
경기,골든햄스터분양 탬펫,02-3158-2491,"경기도 고양시 덕양구 꽃마을로 *, 고양향동 퍼스트타워 ***호 (향동동)",경기도 고양시 덕양구 향동동 *** 고양향동 퍼스트타워 ***호,10546,2021-05-14,영업/정상
경기,동물의왕국(신원당동물병원 부속),031-963-0075,"경기도 고양시 덕양구 호국로***번길 **, 덕산빌딩 *층 (성사동)",경기도 고양시 덕양구 성사동 ***-* 덕산빌딩,10464,2024-05-09,영업/정상
경기,스틸블루 애견샵,031-919-8910,,경기도 고양시 일산서구 대화동 **** 하나로프라자 ***호,,2009-05-25,영업/정상
경기,한강아쿠아 (롯데마트 화정점),031-527-4244,경기도 고양시 덕양구 화중로 ** (화정동),경기도 고양시 덕양구 화정동 ***,,2012-08-29,영업/정상
경기,아쿠아 오리지널-롯데마트 구리점,031-711-7785,경기도 구리시 동구릉로***번길 ** (인창동),경기도 구리시 인창동 ***,,2012-11-06,영업/정상
경기,댕댕러브펫,031-557-6767,경기도 구리시 장자대로**번길 ** (수택동),경기도 구리시 수택동 ***-* 새롬프라자**차 ***호,11948,2014-09-03,영업/정상
경기,스타트독 구리점,031-555-8666,"경기도 구리시 체육관로 ***, *층 (교문동)",경기도 구리시 교문동 ***-**,11925,2016-05-04,영업/정상
경기,사랑해줄개,031-527-7077,"경기도 남양주시 두물로**번길 **, *층 (별내동)",경기도 남양주시 별내동 ***-*,12105,2026-07-01,영업/정상
경기,(주)밀레펫,031-590-1234,"경기도 남양주시 늘을*로 **, 남양주 호평이마트 (호평동)",경기도 남양주시 호평동 *** 남양주 호평이마트,12149,2012-08-27,영업/정상
경기,롯데마트 덕소점,031-579-7700,경기도 남양주시 와부읍 월문천로 ** (롯데마트),경기도 남양주시 와부읍 덕소리 ***-* 롯데마트,,2012-08-28,영업/정상
경기,한강아쿠아 롯데마트 마석점,031-527-4244,경기도 남양주시 화도읍 경춘로 **** (롯데마트 *층),경기도 남양주시 화도읍 마석우리 ***-** 롯데마트 *층,12181,2012-08-28,영업/정상
경기,로얄수족관,031-550-1234,경기도 남양주시 순화궁로 *** (별내동),경기도 남양주시 별내동 ***,12113,2013-08-07,영업/정상
경기,러블리 하우스,031-574-5899,"경기도 남양주시 별내중앙로 ** (별내동, 동익미라벨 **-*)",경기도 남양주시 별내동 ****,12111,2013-10-25,영업/정상
경기,나라애견,031-521-3888,경기도 남양주시 와부읍 수레로 **,경기도 남양주시 와부읍 덕소리 ***-**,12209,2018-10-04,영업/정상
경기,맘스펫 다산애견미용 호텔 분양,031-552-7978,"경기도 남양주시 다산순환로 ***, 다산 아이파크 상가 ***호 (다산동)",경기도 남양주시 다산동 **** 다산 아이파크 상가,12285,2022-06-30,영업/정상
경기,(주)밀레펫,031-369-7052,경기도 오산시 경기대로 *** (원동),경기도 오산시 원동 ***-*,,2012-09-03,영업/정상
경기,베스트피쉬 수족관,031-378-7885,경기도 오산시 대원로**번길 ** (오산동),경기도 오산시 오산동 ***-**,,2012-10-08,영업/정상
경기,경기동물메디컬센터,031-375-8875,"경기도 오산시 운천로 *, *층 (원동, 경기동물메디컬센터)",경기도 오산시 원동 ***-*,18140,2014-07-18,영업/정상
경기,개꿈꾸는 고양이,031-378-0907,경기도 오산시 궐리사로**번길 ** (궐동),경기도 오산시 궐동 ***-*,18120,2014-11-04,영업/정상
경기,도그매니져,031-376-8255,"경기도 오산시 여계산로 ** (금암동, 휴먼시아 데시앙APT 단지내상가 ***호)",경기도 오산시 금암동 *** 휴먼시아 데시앙APT 단지내상가 ***호,18109,2015-01-16,영업/정상
경기,러블리캣,031-373-8197,경기도 오산시 청학로 ***-* (궐동),경기도 오산시 궐동 ***-*,18118,2016-10-19,영업/정상
경기,퍼피앤유,031-374-7007,경기도 오산시 경기대로 *** (원동),경기도 오산시 원동 ***-*,18143,2018-08-10,영업/정상
경기,연성애견백화점,031-317-6885,"경기도 시흥시 장곡로**번길 **, ***동 ***호 (장곡동)",경기도 시흥시 장곡동 ***-* ***동 ***호,15002,2011-05-16,영업/정상
경기,정왕동 애견용품 창고형 할인매장(비제이코리아),031-520-0289,"경기도 시흥시 오동마을로*번길 *, ***호 (정왕동)",경기도 시흥시 정왕동 ****-* ***호,15049,2014-09-17,영업/정상
경기,(주)밀레펫,031-485-5820,"경기도 시흥시 거북섬북로 **, 아쿠아펫랜드 C동 *층 ***호 (정왕동)",경기도 시흥시 정왕동 **** 아쿠아펫랜드,15119,2023-08-04,영업/정상
경기,비타민 동물병원,031-432-9119,"경기도 시흥시 배곧*로 **-**, 광장프라자 *층 ***호 (배곧동)",경기도 시흥시 배곧동 *** 광장프라자,15010,2024-04-01,영업/정상
경기,컨트리애견의집,031-394-0514,"경기도 군포시 번영로 ***, *층 *호 (산본동, 유화프라자빌딩)",경기도 군포시 산본동 ****-* 유화프라자 *층 *호,15865,2008-07-11,영업/정상
경기,프로펫 애견샵,031-393-7079,"경기도 군포시 번영로 ***, *층 ***호 (금정동, 거성프라자)",경기도 군포시 금정동 ***-** 거성프라자 ***호,15828,2011-04-26,영업/정상
경기,펫가든 동물병원,031-422-4475,경기도 의왕시 계원대학로 * (내손동),경기도 의왕시 내손동 ***,,2013-06-24,영업/정상
경기,밀크독 켄넬 앤 카페 강아지분양 하남미사점,031-792-5956,"경기도 하남시 미사강변중앙로 ***, *층 ***호 (망월동)",경기도 하남시 망월동 ****-*,12913,2019-06-19,영업/정상
경기,멍냥이 곳간,031-793-6359,"경기도 하남시 신장동로 **, ***호 (신장동)",경기도 하남시 신장동 ***-* ***호,12948,2022-08-16,영업/정상
경기,블리스대디(Bully's daddy),070-4919-1248,"경기도 하남시 미사강변동로 **, 힐스테이트 에코 미사 *층 ***호 (망월동)",경기도 하남시 망월동 **** 힐스테이트 에코 미사,12913,2025-01-17,영업/정상
경기,펫파크 동백점,031-275-8833,경기도 용인시 기흥구 동백중앙로 *** (중동),경기도 용인시 기흥구 중동 ***-*,17006,2018-09-28,영업/정상
경기,웰니스클리닉동물병원,031-283-1357,"경기도 용인시 기흥구 용구대로 ****, 이마트트레이더스 구성점 *층 (보정동)",경기도 용인시 기흥구 보정동 ****-*** 이마트트레이더스 구성점,16907,2019-05-03,영업/정상
경기,멍스라이프,031-281-5004,"경기도 용인시 기흥구 구성로***번길 **, *층 (청덕동)",경기도 용인시 기흥구 청덕동 ***-*,16914,2020-03-02,영업/정상
경기,하얀개마을,031-334-3336,"경기도 용인시 처인구 중부대로 ****, *층 (김량장동)",경기도 용인시 처인구 김량장동 ***,17062,2026-08-18,영업/정상
경기,롯데마트 신갈점,031-527-4244,"경기도 용인시 기흥구 중부대로 ***, *층 *호 (신갈동, 기흥역 롯데캐슬스카이)",경기도 용인시 기흥구 신갈동 ** 기흥역 롯데캐슬스카이,17064,2024-12-11,영업/정상
경기,(주)이마트 수지점,031-270-1052,경기도 용인시 수지구 수지로 *** (신봉동),경기도 용인시 수지구 신봉동 ***,16845,2012-08-16,영업/정상
경기,퍼피데일리,070-8248-3070,"경기도 용인시 수지구 이종무로 **, *층 (고기동)",경기도 용인시 수지구 고기동 ***,16800,2022-02-25,영업/정상
경기,펫웨이브 광교지점,1551-1515,경기도 용인시 수지구 광교중앙로***번길 ** (상현동),"경기도 용인시 수지구 상현동 ****-* B동 ***,***호",16944,2025-06-16,영업/정상
경기,(주)밀레펫,031-485-5820,경기도 용인시 처인구 명지로 ** (역북동),경기도 용인시 처인구 역북동 ***-*,17057,2013-10-22,영업/정상
경기,코기빌,031-321-3322,경기도 용인시 처인구 양지읍 죽양대로 ****,경기도 용인시 처인구 양지읍 양지리 *** 외 *필지(***-*),17158,2014-03-21,영업/정상
경기,아로하스토리,031-526-0596,경기도 용인시 처인구 이동읍 백자로 ***-*,경기도 용인시 처인구 이동읍 서리 ***-*,17126,2022-03-28,영업/정상
경기,야옹아멍멍해봐 용인남동점,031-338-0079,"경기도 용인시 처인구 백옥대로 ****, *층 ***호 (남동)",경기도 용인시 처인구 남동 *-*,17063,2023-08-18,영업/정상
경기,쿨펫동물병원,031-679-0551,"경기도 용인시 기흥구 동백죽전대로 ***, 쥬네브썬월드빌딩 (중동)","경기도 용인시 기흥구 중동 *** 쥬네브썬월드빌딩 b***,***호",17006,2008-03-24,영업/정상
경기,으르렁애견카페,031-947-1981,"경기도 파주시 미래로 ***-**, *층 (동패동)",경기도 파주시 동패동 ****-*,10905,2015-10-22,영업/정상
경기,파주24시동물병원,031-944-5575,경기도 파주시 교하로 ** (목동동),,10892,2017-02-20,영업/정상
경기,놀면묘하냥 고양이카페,070-8770-7353,"경기도 파주시 가람로**번길 **-**, *층 (와동동)",경기도 파주시 와동동 ****,10870,2022-10-13,영업/정상
경기,헤이뚜뚜,031-946-3999,"경기도 파주시 산내로*번길 **-**, *층 (목동동)",경기도 파주시 목동동 ****-*,10900,2023-02-08,영업/정상
경기,우리들의 댕댕이,070-7766-0703,"경기도 파주시 중앙로 ***, ***호 (금촌동, 동현아파트)",경기도 파주시 금촌동 ***-* 동현아파트,10932,2024-11-14,영업/정상
경기,하이몽,031-635-5775,경기도 이천시 서희로 ** (창전동),경기도 이천시 창전동 ***-**,17364,2016-04-07,영업/정상
경기,아이펫,031-638-4520,경기도 이천시 경충대로****번길 * (진리동),,17391,2009-01-30,영업/정상
경기,냥냥펀치,031-634-1119,경기도 이천시 경충대로****번길 ** (중리동),경기도 이천시 중리동 ***-*,17377,2019-05-20,영업/정상
경기,펫플러스라이프,031-634-0338,"경기도 이천시 부발읍 경충대로 ****, *층",경기도 이천시 부발읍 신하리 ***-*,17331,2020-03-06,영업/정상
경기,롯데마트 이천점,031-8011-2500,"경기도 이천시 구만리로 ***, 지하*층 (안흥동, 이천 롯데캐슬 골드스카이)",경기도 이천시 안흥동 *** 이천 롯데캐슬 골드스카이,17372,2022-09-21,영업/정상
경기,로얄수족관,02-2690-7311,경기도 안성시 중앙로 *** (석정동),경기도 안성시 석정동 ***-*,,2012-09-28,영업/정상
경기,롯데마트안성점쿨펫,031-618-7533,경기도 안성시 공도읍 서동대로 **** (롯데마트),경기도 안성시 공도읍 양기리 ***,17558,2014-09-15,영업/정상
경기,하이몽,031-985-1259,"경기도 김포시 모담공원로 **, 상가동 ***호 (운양동, 한강신도시 반도유보라 *차)",경기도 김포시 운양동 ****-* 한강신도시 반도유보라 *차,10078,2019-02-21,영업/정상
경기,라이프독,031-988-6311,"경기도 김포시 김포한강*로 *, ***호 (장기동)",경기도 김포시 장기동 ****-*,10090,2019-03-28,영업/정상
경기,자랑하개,031-988-0881,경기도 김포시 대곶면 대명항로 ***,경기도 김포시 대곶면 대명리 ***-*,10040,2020-10-12,영업/정상
경기,꽃보다 개,070-7377-1022,경기도 김포시 고촌읍 은행영사정로**번길 **-*,경기도 김포시 고촌읍 신곡리 ****,10125,2012-12-06,영업/정상
경기,pet for you,070-7333-3311,경기도 김포시 양촌읍 양곡*로 *-*,경기도 김포시 양촌읍 구래리 ***-*,10059,2013-05-06,영업/정상
경기,한강아쿠아 롯데마트 김포한강점,02-2685-3485,"경기도 김포시 김포한강*로 ** (장기동, e편한세상캐널시티, 롯데마트)",경기도 김포시 장기동 ****,10090,2014-01-06,영업/정상
경기,코아스,031-997-0081,"경기도 김포시 고촌읍 인향로***번길 *, *층",경기도 김포시 고촌읍 태리 ****,10132,2015-04-04,영업/정상
경기,애견세상,031-833-7773,경기도 연천군 전곡읍 전곡로 ***,경기도 연천군 전곡읍 전곡리 ***-**,11034,2014-01-23,영업/정상
경기,로얄수족관(이마트 봉담점),031-228-1234,"경기도 화성시 효행구 봉담읍 효행로 ***, 이마트",경기도 화성시 효행구 봉담읍 동화리 ***-* 이마트,18298,2012-08-21,영업/정상
경기,(주)그린아쿠아펫,02-2619-1285,경기도 화성시 만세구 향남읍 향남로 *** (홈플러스 향남점),경기도 화성시 만세구 향남읍 갈천리 ***-* 홈플러스 향남점,,2012-09-11,영업/정상
경기,(주)그린아쿠아펫,02-2619-1285,"경기도 화성시 병점구 경기대로 *** (병점동, 홈플러스 병점점)",경기도 화성시 병점구 병점동  ***-* 홈플러스 병점점,,2012-09-12,영업/정상
경기,퍼스트독,031-8003-5127,"경기도 화성시 동탄구 외삼미로 ***, *층 (반송동)",경기도 화성시 동탄구 반송동 **-*,18436,2013-03-25,영업/정상
경기,(주)코스모스이펙트,02-6212-8587,"경기도 화성시 병점구 화산중앙로**번길 *, 삼신빌딩 ***호 (송산동)",경기도 화성시 병점구 송산동  ***-*,18357,2020-02-20,영업/정상
경기,(주)우연컴퍼니,02-2038-8602,"경기도 화성시 동탄구 동탄중심상가*길 *, 로하스애비뉴 *층 ***호-사**호 (반송동)",경기도 화성시 동탄구 반송동  **-* 로하스애비뉴,18453,2022-12-01,영업/정상
경기,로얄수족관,031-8026-1052,경기도 광주시 광주대로 ** (경안동),경기도 광주시 경안동 **-*,,2012-08-21,영업/정상
경기,동현24시동물병원,031-768-7599,"경기도 광주시 경안천로 *, *층 (송정동)",경기도 광주시 송정동 **-**,12741,2018-09-05,영업/정상
경기,애플펫동물병원,031-726-4800,"경기도 광주시 신현동 태재로 **, *층",경기도 광주시 신현동 ***-**,12771,2019-09-11,영업/정상
경기,도그파파 동물병원,031-766-0079,경기도 광주시 곤지암읍 광여로 ***-*,경기도 광주시 곤지암읍 건업리 ***-**,12720,2021-09-10,영업/정상
경기,강아지 대공원,031-865-4422,"경기도 양주시 옥정동로*다길 **, 대길프라자 ***호 (옥정동)",경기도 양주시 옥정동 ***-* 대길프라자,11473,2021-07-29,영업/정상
경기,(주)아쿠아시스템 양주옥정점,031-848-2073,"경기도 양주시 옥정로 ***, 신운정튼튼프라자 *층 *호 (옥정동)",경기도 양주시 옥정동 ***-*,11473,2022-06-28,영업/정상
경기,(주)그린프레밀리,031-540-1234,경기도 포천시 호국로 *** (설운동),경기도 포천시 설운동 *,11161,2012-10-16,영업/정상
경기,애견나라,031-882-0035,경기도 여주시 상동 여흥로 ***,경기도 여주시 상동 ***-*,,2008-07-09,영업/정상
경기,만물농원,031-881-2762,,경기도 여주시 산북면 상품리 **-*,,2008-07-21,영업/정상
경기,여주켄넬,031-884-3204,,경기도 여주시 능서면 내양리 ***-**,,2008-10-23,영업/정상
경기,강아지와 고양이,031-883-5588,,경기도 여주시 창동 ***-**,,2011-03-08,영업/정상
경기,멍멍이와 야옹이,031-885-1661,,경기도 여주시 상동 ***,,2012-01-18,영업/정상
경기,여주 멍스타,031-885-1222,"경기도 여주시 세종로**번길 **, *층 (홍문동)",경기도 여주시 홍문동 ***-*,12630,2018-02-06,영업/정상
경기,개냥이 세계,070-8866-8626,"경기도 여주시 가남읍 대명산길 *, *층",경기도 여주시 가남읍 태평리 ***,12662,2018-03-23,영업/정상
서울,펫나우,02-2135-4880,"서울특별시 관악구 호암로**가길 **, 명륜당독서실 ***호 (신림동)",서울특별시 관악구 신림동 ****-* 명륜당독서실,08812,2026-02-26,영업/정상
