권역,약국명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
서울,상봉태평양약국,02-432-2019,"서울특별시 중랑구 면목로 481, 오렌지타워 101호 (상봉동)",서울특별시 중랑구 상봉동 113-4 오렌지타워,02137,2020-12-30,영업/정상
서울,수정온누리약국,02-764-9363,"서울특별시 중랑구 동일로 933, 1층 (묵동)",서울특별시 중랑구 묵동 238-1 묵동제일정형외과,02005,2019-07-26,영업/정상
서울,국제약국,02-3423-0828,서울특별시 중랑구 신내로 71 (신내동),서울특별시 중랑구 신내동 559-2,02076,2016-03-25,영업/정상
서울,클로버팜약국,02-434-7184,"서울특별시 중랑구 사가정로49길 49, 팜1약국 (면목동)",서울특별시 중랑구 면목동 573-12 팜1약국,02221,2022-04-20,영업/정상
서울,수약국,02-3421-1459,"서울특별시 중랑구 신내로 82, 금강프라자 (신내동)",서울특별시 중랑구 신내동 667 금강프라자,02067,2019-12-18,영업/정상
서울,더튼튼약국,02-2248-7038,"서울특별시 중랑구 면목로39길 23, 1층 (면목동)",서울특별시 중랑구 면목동 651-1,02237,2026-06-19,영업/정상
서울,편안한사가정약국,02-495-1050,"서울특별시 중랑구 사가정로 398, JS빌딩 101, 102호 (면목동)",서울특별시 중랑구 면목동 611-5 JS빌딩,02249,2026-06-10,영업/정상
서울,그랜드약국,02-433-8447,"서울특별시 중랑구 사가정로 399, 동부빌딩 1층 (면목동)",서울특별시 중랑구 면목동 472-44 동부빌딩,02214,2026-05-04,영업/정상
서울,3층맑은약국,02-432-1365,"서울특별시 중랑구 망우로 322, 319호 (상봉동, 상봉역 유보라 퍼스트리브&포스퀘어)",서울특별시 중랑구 상봉동 91-4 상봉역 유보라 퍼스트리브&포스퀘어 319호,02149,2026-06-15,영업/정상
서울,팜코리아약국,02-433-8421,서울특별시 중랑구 면목로 352 (면목동),서울특별시 중랑구 면목동 458-1,02210,2017-05-01,영업/정상
서울,오렌지약국,02-2207-5230,"서울특별시 중랑구 망우로 473, 무궁화빌딩 1층 (망우동)",서울특별시 중랑구 망우동 209-2 무궁화빌딩,02066,2022-09-01,영업/정상
서울,참약국,02-2208-1156,"서울특별시 중랑구 상봉중앙로1길 12, 1층 (상봉동)",서울특별시 중랑구 상봉동 202-1,02091,2025-06-02,영업/정상
서울,준동물약국,02-494-5772,"서울특별시 중랑구 겸재로 180, 안민병원 지하1층 (면목동)",서울특별시 중랑구 면목동 1216 안민병원,02197,2023-01-01,영업/정상
서울,하늘약국,02-435-8813,서울특별시 중랑구 망우로 198 (상봉동),서울특별시 중랑구 상봉동 130-99,02120,2015-11-24,영업/정상
서울,"바르다,허약국",02-433-5953,"서울특별시 중랑구 망우로 305, 지하1층 (상봉동)",서울특별시 중랑구 상봉동 100-7,02098,2021-06-23,영업/정상
서울,진온누리약국,02-433-1003,"서울특별시 중랑구 봉우재로 158, 1층 (면목동)",서울특별시 중랑구 면목동 90-20,02156,2025-09-10,영업/정상
서울,초록약국,02-2208-4451,"서울특별시 중랑구 용마산로 426, 광진빌딩 (면목동)",서울특별시 중랑구 면목동 17-34 광진빌딩,02189,2022-07-13,영업/정상
서울,꽃길약국,02-2208-7746,서울특별시 중랑구 겸재로 181 (면목동),서울특별시 중랑구 면목동 102-19,02161,2020-11-20,영업/정상
서울,면목약국,02-2209-5955,서울특별시 중랑구 겸재로 194 (면목동),서울특별시 중랑구 면목동 105-7,02197,2015-11-11,영업/정상
서울,제이약국,02-433-1520,"서울특별시 중랑구 동일로92길 57, 메디포레 (면목동)",서울특별시 중랑구 면목동 156-5 메디포레,02223,2022-02-04,영업/정상
서울,참약사엠바른약국,02-2039-0244,"서울특별시 중랑구 겸재로 164, 1층 103호 (면목동)",서울특별시 중랑구 면목동 118-1,02218,2021-07-09,영업/정상
서울,상아약국,02-434-0118,"서울특별시 중랑구 용마산로 494, 상아빌딩 1층 (망우동)",서울특별시 중랑구 망우동 410-1 상아빌딩,02182,2022-01-11,영업/정상
서울,마트약국,02-979-8606,"서울특별시 중랑구 동일로 932, 202동 301호 (묵동, 묵동자이아파트)",서울특별시 중랑구 묵동 170-1 묵동자이아파트,02033,2022-10-21,영업/정상
서울,다나약국,02-437-1357,"서울특별시 중랑구 사가정로49길 50, 다나약국 (면목동)",서울특별시 중랑구 면목동 572-1 다나약국,02221,2020-07-04,영업/정상
서울,황약국,031-528-5187,"서울특별시 중랑구 망우로 402, 1층 (망우동)",서울특별시 중랑구 망우동 490-9,02163,2023-04-27,영업/정상
서울,밝은온누리약국,02-496-9871,"서울특별시 중랑구 동일로 634, 덕천빌딩 (면목동)",서울특별시 중랑구 면목동 146-73 덕천빌딩,02140,2020-08-06,영업/정상
서울,태릉프라자약국,2208-0922,서울특별시 중랑구 중랑역로 51 (중화동),서울특별시 중랑구 중화동 315-10,,2011-01-11,영업/정상
서울,늘푸른솔약국,02-439-3435,서울특별시 중랑구 겸재로 178 (면목동),서울특별시 중랑구 면목동 115-1,02219,2016-05-19,영업/정상
서울,다올약국,02-6402-7582,서울특별시 중랑구 봉우재로 232 (망우동),서울특별시 중랑구 망우동 460-27,02173,2020-08-10,영업/정상
서울,365프라자약국,02-978-4266,"서울특별시 중랑구 공릉로 63, 1층 (묵동)",서울특별시 중랑구 묵동 162-2,02032,2017-01-31,영업/정상
서울,대일약국,02-433-1712,서울특별시 중랑구 상봉중앙로1길 32 (상봉동),서울특별시 중랑구 상봉동 190-68,02091,2019-11-14,영업/정상
서울,세계로 약국,02-432-3284,"서울특별시 중랑구 동일로 775, 그린빌딩 (중화동)",서울특별시 중랑구 중화동 303-14 그린빌딩,02102,2020-12-01,영업/정상
서울,정문약국,070-4402-2579,서울특별시 중랑구 신내로16길 17 (신내동),서울특별시 중랑구 신내동 315-3,02053,2021-03-18,영업/정상
서울,양지약국,032-284-4744,서울특별시 중랑구 동일로 865 (묵동),서울특별시 중랑구 묵동 245-4,02010,2023-06-16,영업/정상
서울,가까운약국,02-494-0388,서울특별시 중랑구 겸재로9길 53 (면목동),서울특별시 중랑구 면목동 178-52,02134,2024-10-08,영업/정상
서울,스마일약국,02-955-6314,"서울특별시 중랑구 동일로 905, 창성빌딩 2층 (묵동)",서울특별시 중랑구 묵동 239-51 창성빌딩,02006,2022-06-21,영업/정상
서울,에이스약국,02-2039-5077,"서울특별시 중랑구 중랑천로 105, 양우빌딩 (중화동)",서울특별시 중랑구 중화동 324-148 양우빌딩,02114,2019-06-18,영업/정상
서울,다온약국,02-972-1214,"서울특별시 중랑구 공릉로 8, 102,103호 (묵동, 대길빌딩)",서울특별시 중랑구 묵동 176-15 대길빌딩,02037,2021-04-07,영업/정상
서울,이레온누리약국,02-2039-2936,"서울특별시 중랑구 겸재로 237, 1층 (망우동)",서울특별시 중랑구 망우동 525-5,02175,2022-05-02,영업/정상
서울,새부산약국,070-888-7321,"서울특별시 성북구 돌곶이로 152, 1층 (장위동)",서울특별시 성북구 장위동 75-306,02765,2021-04-15,영업/정상
서울,한미약국,02-925-0825,서울특별시 성북구 종암로 97 (종암동),서울특별시 성북구 종암동 88-3,02804,2017-07-04,영업/정상
서울,보림약국,02-762-7521,서울특별시 성북구 동소문로 15 (동소문동1가),서울특별시 성북구 동소문동1가 32-2,02833,2017-06-16,영업/정상
서울,바른온누리약국,02-942-4750,"서울특별시 성북구 화랑로 76, 코업스타클래스 1층 (하월곡동)",서울특별시 성북구 하월곡동 46-73 코업스타클래스,02751,2022-08-24,영업/정상
서울,참약사패밀리약국,02-6951-2999,"서울특별시 성북구 종암로 147, 1층 (종암동)",서울특별시 성북구 종암동 124-129,02802,2024-07-25,영업/정상
서울,아프지마365약국,02-929-7252,"서울특별시 성북구 동소문로20가길 12, 1층 (동선동1가)",서울특별시 성북구 동선동1가 2-5,02845,2026-05-21,영업/정상
서울,부민약국,02-912-7393,서울특별시 성북구 화랑로13길 9 (하월곡동),서울특별시 성북구 하월곡동 18-8,02751,2017-06-13,영업/정상
서울,365약국,02-985-1365,"서울특별시 성북구 동소문로 321, 1층 (길음동)",서울특별시 성북구 길음동 21-79,02729,2019-08-12,영업/정상
서울,이화프라자약국,02-914-2053,"서울특별시 성북구 보국문로 50, 청수프라자 (정릉동)",서울특별시 성북구 정릉동 401-46 청수프라자,02717,2024-01-08,영업/정상
서울,조아약국,02-919-8575,"서울특별시 성북구 화랑로 87, 1층 (하월곡동)",서울특별시 성북구 하월곡동 37-6,02751,2020-04-24,영업/정상
서울,프라임온누리약국,02-916-9472,"서울특별시 성북구 월계로40길 7, 센트럴타운 109호,110호 (장위동)",서울특별시 성북구 장위동 316-3 센트럴타운,02759,2020-02-25,영업/정상
서울,백화점약국,02-964-6230,서울특별시 성북구 돌곶이로 61 (석관동),서울특별시 성북구 석관동 252-5,02787,2019-08-13,영업/정상
서울,돌곶이온누리약국,02-967-5555,"서울특별시 성북구 화랑로 248, 장위뉴타워 102, 102-1호 (석관동)",서울특별시 성북구 석관동 349-1 장위뉴타워,02787,2023-04-03,영업/정상
서울,성신필약국,02-925-6100,"서울특별시 성북구 아리랑로 7-1, 동소문동근생 1층 (동소문동6가)",서울특별시 성북구 동소문동6가 143-2 동소문동근생,02830,2023-02-03,영업/정상
서울,정원약국,02-6959-2041,"서울특별시 성북구 돌곶이로 176, 1층 (장위동)",서울특별시 성북구 장위동 237-82,02766,2020-06-01,영업/정상
서울,공원아이사랑약국,02-909-0322,"서울특별시 성북구 동소문로44길 17, 102동 106호 (하월곡동, 성북힐스테이트)",서울특별시 성북구 하월곡동 88-957 성북힐스테이트,02733,2023-03-23,영업/정상
서울,성북녹십자약국,02-926-4166,서울특별시 성북구 동소문로 32 (동소문동3가),서울특별시 성북구 동소문동3가 11,02860,2016-08-03,영업/정상
서울,보문약국,02-921-3844,서울특별시 성북구 보문로 123 (보문동2가),서울특별시 성북구 보문동2가 104,02871,2019-06-17,영업/정상
서울,연세정약국,02-943-0900,"서울특별시 성북구 화랑로 201, 대영치과 (장위동)",서울특별시 성북구 장위동 65-177 대영치과,02773,2021-03-22,영업/정상
서울,온누리성모약국,02-927-1282,"서울특별시 성북구 성북로4길 52, 417동 1102호 (돈암동, 한신한진아파트)",서울특별시 성북구 돈암동 609-1 한신한진아파트,02831,2022-04-15,영업/정상
서울,정릉열린약국,02-911-2486,서울특별시 성북구 보국문로 40-3 (정릉동),서울특별시 성북구 정릉동 403-9,02717,2018-01-19,영업/정상
서울,길음드림약국,02-942-8333,"서울특별시 성북구 길음로 11, 1층 139호 (길음동, 길음역롯데캐슬트윈골드아파트)",서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트,02722,2024-08-29,영업/정상
서울,소망약국,02-918-8055,서울특별시 성북구 정릉로 322 (정릉동),서울특별시 성북구 정릉동 16-174,02816,2017-07-10,영업/정상
서울,서현약국,3292-0999,서울특별시 성북구 정릉로 308(정릉동),서울특별시 성북구 정릉동 14-24,02816,2017-06-28,영업/정상
서울,행복한온누리약국,02-928-8276,서울특별시 성북구 고려대로 88 (안암동5가),서울특별시 성북구 안암동5가 146-4,02855,2024-01-16,영업/정상
서울,한강약국,02-980-5350,"서울특별시 성북구 도봉로 3, 대양직업전문학교,현대스위스저축은행빌딩 1층 (길음동)","서울특별시 성북구 길음동 864-18 대양직업전문학교,현대스위스저축은행빌딩",02729,2019-07-02,영업/정상
서울,세종약국,02-914-3685,"서울특별시 성북구 보국문로 168, 1층 (정릉동)",서울특별시 성북구 정릉동 779-1,02701,2024-01-11,영업/정상
서울,성북동비둘기약국,02-6951-2403,"서울특별시 성북구 성북로 3, 1층 102호 (성북동1가)",서울특별시 성북구 성북동1가 35-33,02880,2025-12-08,영업/정상
서울,신세원약국,02-909-0928,"서울특별시 성북구 길음로7길 6, 길음뉴타운9단지래미안 상가 상가동 1층 7호 (길음동)",서울특별시 성북구 길음동 1286-10 길음뉴타운9단지래미안 상가,02721,2021-01-07,영업/정상
서울,새민우약국,02-917-4275,"서울특별시 성북구 북악산로 845, 203동 301호 (정릉동, 정릉쌍용아파트)",서울특별시 성북구 정릉동 1017 정릉쌍용아파트 203동 301호,02818,2018-08-20,영업/정상
서울,이화약국,02-911-4326,"서울특별시 성북구 길음로 20, 길음뉴타운,래미안길음3차아파트 상가 1층 116호 (길음동)","서울특별시 성북구 길음동 1283-4 길음뉴타운,래미안길음3차아파트 상가",02725,2020-05-07,영업/정상
서울,다온약국,02-6095-7645,"서울특별시 성북구 보국문로 68, 1층 (정릉동)",서울특별시 성북구 정릉동 285-12,02711,2024-01-10,영업/정상
서울,모아약국,02-942-4534,"서울특별시 성북구 화랑로11길 23, 1층 (하월곡동)",서울특별시 성북구 하월곡동 27-24,02751,2023-10-30,영업/정상
서울,편안한약국,02-925-6700,서울특별시 성북구 동소문로20다길 2 (동선동1가),서울특별시 성북구 동선동1가 4-13,02845,2020-03-20,영업/정상
서울,2층다온약국,02-915-0022,"서울특별시 성북구 길음로 11, 102동 상가 226호 (길음동, 길음역롯데캐슬트윈골드아파트)",서울특별시 성북구 길음동 542-1 길음역롯데캐슬트윈골드아파트,02722,2019-07-03,영업/정상
서울,힘찬약국,02-942-2088,서울특별시 성북구 보국문로 14 (정릉동),서울특별시 성북구 정릉동 413-16,02718,2023-08-10,영업/정상
서울,세원약국,02-922-6060,"서울특별시 성북구 동소문로20가길 51 (동선동1가, 수국빌딩)",서울특별시 성북구 동선동1가 119-9,02845,2017-06-16,영업/정상
서울,봄약국,02-2678-7684,"서울특별시 성북구 보문로 183, 2층 (삼선동4가, 논현빌딩)",서울특별시 성북구 삼선동4가 336 논현빌딩 2층,02861,2017-09-22,영업/정상
서울,진약국,02-942-0700,"서울특별시 성북구 장월로 146, 1층 (장위동)",서울특별시 성북구 장위동 203-4,02766,2019-09-06,영업/정상
서울,참약사엘림약국,02-6052-7791,"서울특별시 성북구 동소문로 18-1, 애산빌딩 1층 (동소문동2가)",서울특별시 성북구 동소문동2가 227 애산빌딩,02860,2021-10-26,영업/정상
서울,미소담약국,02-6349-2589,"서울특별시 성북구 보국문로 49, 1층 (정릉동)",서울특별시 성북구 정릉동 400-2,02709,2017-07-25,영업/정상
서울,꿈의숲약국,02-941-2835,"서울특별시 성북구 돌곶이로 183, 1층 (장위동)",서울특별시 성북구 장위동 237-247,02754,2025-07-27,영업/정상
서울,숭인약국,02-988-7196,"서울특별시 강북구 도봉로 59, 1층 (미아동)",서울특별시 강북구 미아동 61-85 1층,01211,2018-09-27,영업/정상
서울,종로태평양약국,02-985-0393,서울특별시 강북구 오패산로 130 (미아동),서울특별시 강북구 미아동 53-1,01233,2013-06-26,영업/정상
서울,새솔약국,02-903-7525,"서울특별시 강북구 도봉로 332, 홍승빌딩 1층 (번동)",서울특별시 강북구 번동 446-24 홍승빌딩,01062,2020-08-18,영업/정상
서울,뉴타운동물약국,02-982-0721,"서울특별시 강북구 삼양로27길 43, 201호 (미아동, 위브 테라스 파크)",서울특별시 강북구 미아동 811-9 위브테라스파크상가 201호,01197,2016-08-11,영업/정상
서울,혜민약국,02-6406-1177,"서울특별시 강북구 솔샘로67길 118, 1층 (미아동)",서울특별시 강북구 미아동 317-12 1층,01175,2026-06-02,영업/정상
서울,번동종로약국,02-981-2030,서울특별시 강북구 오현로34길 23-4 (번동),서울특별시 강북구 번동 305-6,01224,2013-06-05,영업/정상
서울,씨앤메디컬온누리약국,02-998-7712,"서울특별시 강북구 삼양로 502, 1층 (수유동)",서울특별시 강북구 수유동 278-3 1층,01037,2026-08-11,영업/정상
서울,삼화온누리약국,02-982-0955,"서울특별시 강북구 도봉로 196, 1층 (미아동)",서울특별시 강북구 미아동 121-19 1층,01157,2015-06-29,영업/정상
서울,수유프라자약국,02-985-0071,"서울특별시 강북구 덕릉로 42, 1층 (수유동)",서울특별시 강북구 수유동 472-8 1층,01111,2017-05-25,영업/정상
서울,매일약국,02-993-4341,"서울특별시 강북구 도봉로 387, 1층 (수유동)",서울특별시 강북구 수유동 173-15 1층,01054,2014-04-14,영업/정상
서울,미양온누리약국,02-955-0783,서울특별시 강북구 솔샘로 229-1 (미아동),서울특별시 강북구 미아동 838-19,01188,2017-04-21,영업/정상
서울,수유대학약국,02-991-0361,"서울특별시 강북구 삼양로 431-1 (수유동, 수유대학약국)",서울특별시 강북구 수유동 343-10,01034,2016-06-14,영업/정상
서울,가족사랑약국,02-945-3720,서울특별시 강북구 오패산로52길 39 (미아동),서울특별시 강북구 미아동 258-134,01152,2013-06-05,영업/정상
서울,밝은현대약국,02-6408-8890,"서울특별시 강북구 한천로132길 26, 1층 (번동)",서울특별시 강북구 번동 462-23,01058,2020-10-12,영업/정상
서울,대창동물약국,02-989-2267,서울특별시 강북구 월계로 53 (미아동),서울특별시 강북구 미아동 1318,01237,2016-04-19,영업/정상
서울,조아약국,070-7757-1436,서울특별시 강북구 도봉로13길 13 (미아동),서울특별시 강북구 미아동 61-51,01206,2013-11-14,영업/정상
서울,옵티마네오프라자약국,02-995-8276,"서울특별시 강북구 도봉로 352, 1층 102호 (번동, 효성네오인텔리안)",서울특별시 강북구 번동 418-3 효성인텔리안네오프라자 1층 102호,01063,2016-07-22,영업/정상
서울,라라온누리약국,02-998-1335,"서울특별시 강북구 도봉로 295, 1층 (수유동)",서울특별시 강북구 수유동 47-2 1층,01081,2018-12-14,영업/정상
서울,미아팜약국,02-988-2376,"서울특별시 강북구 도봉로 65, 1층 (미아동)",서울특별시 강북구 미아동 62-30 1층,01205,2017-12-04,영업/정상
서울,요나약국,02-988-8834,서울특별시 강북구 솔샘로 254 (미아동),서울특별시 강북구 미아동 688-5,01194,2013-07-08,영업/정상
서울,건강비타민약국,02-984-4777,서울특별시 강북구 솔매로 59 (미아동),서울특별시 강북구 미아동 775-3,01127,2016-04-21,영업/정상
서울,다나을약국,02-900-3133,"서울특별시 강북구 도봉로 333 (수유동, 정우빌딩 6층)",서울특별시 강북구 수유동 229-5 정우빌딩 6층,01073,2013-06-20,영업/정상
서울,에버그린약국,02-999-7101,서울특별시 강북구 한천로 1000 (번동),서울특별시 강북구 번동 460-17,01059,2013-05-19,영업/정상
서울,화원약국,02-998-2892,"서울특별시 강북구 삼양로 469, 1층 (수유동)",서울특별시 강북구 수유동 319-5 1층,01029,2018-07-13,영업/정상
서울,한사랑온누리약국,02-980-1214,서울특별시 강북구 인수봉로 142 (수유동),서울특별시 강북구 수유동 468-78,01100,2013-06-26,영업/정상
서울,중앙온누리약국,02-903-3005,"서울특별시 도봉구 덕릉로 241, 1층 (창동)",서울특별시 도봉구 창동 581-77,01470,2022-11-16,영업/정상
서울,참좋은약국,02-900-2055,"서울특별시 도봉구 도봉로 496, 1층 102호 (창동)",서울특별시 도봉구 창동 661-38,01453,2026-05-08,영업/정상
서울,산들약국,070-4369-0101,"서울특별시 도봉구 도당로13길 17, 산들약국 1층 (방학동)",서울특별시 도봉구 방학동 632-57,01357,2026-04-08,영업/정상
서울,사랑약국,02-3492-2828,"서울특별시 도봉구 방학로 169, 1층 (방학동)",서울특별시 도봉구 방학동 670-2,01384,2026-03-27,영업/정상
서울,신창약국,02-902-3534,"서울특별시 도봉구 덕릉로 258, 호원프라자 1층 1호 (창동)",서울특별시 도봉구 창동 568-30 호원프라자,01474,2023-03-30,영업/정상
서울,뉴지명약국,02-993-2082,서울특별시 도봉구 덕릉로 236 (창동),서울특별시 도봉구 창동 557-9,01473,2018-09-10,영업/정상
서울,하나약국,02-954-1504,서울특별시 도봉구 마들로 697 (도봉동),서울특별시 도봉구 도봉동 623-84,01328,2024-03-19,영업/정상
서울,방학태평양약국,3491-6626,"서울특별시 도봉구 도당로 80, 1층 (방학동, 방학동근생)",서울특별시 도봉구 방학동 696,01342,2017-09-12,영업/정상
서울,태양당약국,3493-0664,서울특별시 도봉구 시루봉로15길 36 (방학동),서울특별시 도봉구 방학동 605-29,01314,2004-07-13,영업/정상
서울,착한약국,02-905-2597,"서울특별시 도봉구 덕릉로 253, 1층 (창동)",서울특별시 도봉구 창동 601-32,01469,2022-08-29,영업/정상
서울,쌍문상록수약국,02-991-4637,"서울특별시 도봉구 해등로26길 7, 우진빌딩 110 116호 (쌍문동)",서울특별시 도봉구 쌍문동 215-1,01387,2020-09-07,영업/정상
서울,나진약국,3491-9158,서울특별시 도봉구 방학로 223 (방학동),서울특별시 도봉구 방학동 271-2,01362,2016-06-30,영업/정상
서울,레몬약국,070-2724-9606,"서울특별시 도봉구 시루봉로 106, 1층 111호 (방학동)",서울특별시 도봉구 방학동 484-15,01382,2017-10-25,영업/정상
서울,은은약국,02-955-3011,"서울특별시 도봉구 시루봉로 105, 신동아상가 1층 111호 (방학동)",서울특별시 도봉구 방학동 271-4 신동아상가,01362,2023-03-13,영업/정상
서울,종로프라자약국,02-907-4266,서울특별시 도봉구 노해로65길 14-3 (창동),서울특별시 도봉구 창동 75-1,01405,2019-01-11,영업/정상
서울,창동종로약국,02-992-2376,"서울특별시 도봉구 노해로63길 84-3, 1층 (창동)",서울특별시 도봉구 창동 135-15,01405,2023-02-16,영업/정상
서울,바로약국,02-2684-8358,"서울특별시 도봉구 도봉로136다길 26-1, 1층 (창동)",서울특별시 도봉구 창동 748-2,01397,2025-09-25,영업/정상
서울,백세약국,3492-9373,서울특별시 도봉구 도당로15길 12 (방학동),서울특별시 도봉구 방학동 660,,2004-07-29,영업/정상
서울,혜민약국,02-954-1653,서울특별시 도봉구 도봉로159길 17(도봉동),서울특별시 도봉구 도봉동 603-7,01309,2022-10-24,영업/정상
서울,중계상록수약국,02-931-6528,"서울특별시 노원구 중계로 218, 원광빌딩 1층 102호 (중계동)",서울특별시 노원구 중계동 359-14 원광빌딩 1층 102호,01714,2019-12-19,영업/정상
서울,월계약국,02-905-2340,"서울특별시 노원구 월계로45길 28, 월계아파트형공장 1층 2-3호 (월계동)",서울특별시 노원구 월계동 562 월계아파트형공장 2-3호,01882,2026-02-19,영업/정상
서울,정다운약국,02-6081-3281,"서울특별시 노원구 초안산로2라길 26, 상가동 204호 (월계동, 월계센트럴아이파크아파트)",서울특별시 노원구 월계동 951 월계센트럴아이파크아파트 상가동 204호,01879,2021-03-30,영업/정상
서울,제일약국,02-978-7575,"서울특별시 노원구 노원로 246, 욱현하이브 105호 (하계동)",서울특별시 노원구 하계동 256-12 욱현하이브 105호,01750,2021-05-17,영업/정상
서울,동문약국,02-949-7070,서울특별시 노원구 공릉로59나길 78-10 (하계동),서울특별시 노원구 하계동 191,01830,2020-07-03,영업/정상
서울,유명약국,070-8291-3678,"서울특별시 노원구 동일로192길 83, 용마빌딩 105호 (공릉동)",서울특별시 노원구 공릉동 441-145 용마빌딩 105호,01833,2021-05-12,영업/정상
서울,시온약국,02-936-9301,"서울특별시 노원구 한글비석로 459, 한보빌딩 1층 (상계동)",서울특별시 노원구 상계동 449-8 한보빌딩,01679,2022-05-18,영업/정상
서울,길약국,02-3392-3707,서울특별시 노원구 상계로 306(상계동),서울특별시 노원구 상계동 65-28,01637,2023-03-30,영업/정상
서울,삼호약국,02-832-2799,"서울특별시 노원구 마들로 111, 207,208호 (월계동, 월계미륭아파트,월계삼호아파트)","서울특별시 노원구 월계동 13 월계미륭아파트,월계삼호아파트",01909,2026-01-13,영업/정상
서울,늘한마음약국,02-3392-5406,"서울특별시 노원구 노해로 494, 고려빌딩 1층 109호 (상계동)",서울특별시 노원구 상계동 724-3 고려빌딩 109호,01751,2020-07-24,영업/정상
서울,신동아약국,02-978-5345,"서울특별시 노원구 마들로3길 15, 월계이마트 2층 (월계동)",서울특별시 노원구 월계동 333-1 월계이마트 2층,01906,2021-04-08,영업/정상
서울,늘한마음약국,031-232-6423,"서울특별시 노원구 노해로 494, 고려빌딩 109호 (상계동)",서울특별시 노원구 상계동 724-3 고려빌딩,01751,2023-11-06,영업/정상
서울,척척약국,02-6465-0707,"서울특별시 노원구 노원로 412, 1층 (상계동)",서울특별시 노원구 상계동 318-1,01704,2025-05-08,영업/정상
서울,상계누리약국,02-3391-8744,서울특별시 노원구 동일로 1678 (상계동),서울특별시 노원구 상계동 1115-2,01625,2024-08-13,영업/정상
서울,빛소금온누리약국,02-975-1070,"서울특별시 노원구 한글비석로 56, 미성아파트상가 105호 (하계동)",서울특별시 노원구 하계동 280 미성아파트,01829,2021-09-16,영업/정상
서울,소명약국,02-934-9114,"서울특별시 노원구 동일로250길 17, 108호 (상계동, 은빛3단지아파트)",서울특별시 노원구 상계동 1264 은빛3단지아파트,01621,2025-06-18,영업/정상
서울,길 약국,3392-3707,,서울특별시 노원구 상계동 상계6구역 39블럭 5롯트,,2004-04-06,영업/정상
서울,참말로친절한약국,02-932-1186,서울특별시 노원구 동일로 1382 (상계동),서울특별시 노원구 상계동 728-7,01751,2020-07-09,영업/정상
서울,메디칼약국,02-933-3588,"서울특별시 노원구 동일로 1550, 고려프라자빌딩 206호 (상계동)",서울특별시 노원구 상계동 649-2 고려프라자빌딩 206호,01674,2021-08-06,영업/정상
서울,정성약국,02-939-6522,"서울특별시 노원구 한글비석로 263, 성모빌딩 302-1호 (중계동)",서울특별시 노원구 중계동 359-11 성모빌딩 302-1호,01714,2020-07-03,영업/정상
서울,참조은약국,02-6397-6262,"서울특별시 노원구 상계로3길 10, 한일빌딩 106호 (상계동)",서울특별시 노원구 상계동 593-3 한일빌딩 106호,01693,2021-07-09,영업/정상
서울,인덕약국,02-993-6250,"서울특별시 노원구 월계로 370, 희성프라자 1층 (월계동)",서울특별시 노원구 월계동 321-2 희성프라자,01905,2018-01-12,영업/정상
서울,아이튼튼약국,02-972-0246,"서울특별시 노원구 동일로 1059, 1층 좌측호 (공릉동)",서울특별시 노원구 공릉동 398-23 1층 좌측호,01857,2021-07-09,영업/정상
서울,새고운약국,02-973-9286,서울특별시 노원구 동일로 1003 (공릉동),서울특별시 노원구 공릉동 615-21,01861,2016-11-16,영업/정상
서울,마들소아약국,02-932-3900,"서울특별시 노원구 동일로 1538, 12단지 종합상가 201호 (상계동)",서울특별시 노원구 상계동 649 12단지 종합상가 201호,01674,2020-10-07,영업/정상
서울,아이사랑약국,02-939-9793,"서울특별시 노원구 노원로34길 112, 코럴빌딩 1층 (상계동)",서울특별시 노원구 상계동 456-55 코럴빌딩,01679,2023-12-26,영업/정상
서울,올리브메디컬약국,02-951-0215,"서울특별시 노원구 동일로 1335, 대원빌딩 1층 (상계동)",서울특별시 노원구 상계동 763-4 대원빌딩,01767,2024-12-23,영업/정상
서울,건강과행복이열리는약국,02-933-9696,"서울특별시 노원구 한글비석로 242, 삼부프라자 113, 114호 (중계동)","서울특별시 노원구 중계동 364-19 삼부프라자 113, 114호",01734,2021-02-16,영업/정상
서울,연세큰약국,02-941-2862,"서울특별시 노원구 석계로1길 14, 외 2필지 엔터빌딩 지하1층 (월계동)",서울특별시 노원구 월계동 55-14,01902,2025-04-15,영업/정상
서울,상계온누리약국,02-935-1777,"서울특별시 노원구 덕릉로 780 (상계동, 동아불암아파트)",서울특별시 노원구 상계동 1285 동아불암아파트,01647,2024-08-26,영업/정상
서울,the사랑약국,02-933-3678,"서울특별시 노원구 한글비석로 331, 중계주공3단지 아파트상가   101호 (중계동)",서울특별시 노원구 중계동 358 중계의원,01711,2018-01-23,영업/정상
서울,삼기약국,02-3391-7698,"서울특별시 노원구 중계로 120, 득림빌딩 1층 (중계동)",서울특별시 노원구 중계동 58-64 득림빌딩 1층,01726,2020-11-06,영업/정상
서울,무궁화약국,02-971-0072,"서울특별시 노원구 한글비석로 77, 한성여객(주) 1층 (하계동)","서울특별시 노원구 하계동 283 한성여객(주), 1층",01790,2021-04-08,영업/정상
서울,올바른 약국,02-952-2250,"서울특별시 노원구 동일로 1493, 상계주공아파트(10단지) 상가동 (상계동)",서울특별시 노원구 상계동 666-3 상계주공아파트(10단지),01675,2022-02-11,영업/정상
