권역,펫샵명,전화번호,도로명주소,지번주소,우편번호,인허가일자,영업상태
인천,Dream Cat (드림캣),,"인천광역시 부평구 경인로****번길 **-**, *층 (부개동)",인천광역시 부평구 부개동 ***-* *층,21426,2021-12-24,영업/정상
인천,롯데마트 부평점(수족관),,"인천광역시 부평구 마장로 ***, 롯데마트 부평점 *층 (산곡동)",인천광역시 부평구 산곡동 ***-** 롯데마트 부평점 *층,21362,2023-01-17,영업/정상
인천,제리펫,,"인천광역시 부평구 장제로 ***, *층 (삼산동)",인천광역시 부평구 삼산동 ***-* *층,21317,2024-01-04,영업/정상
인천,퍼피살롱,,"인천광역시 부평구 부일로**번길 *, *층 ***호 (부평동)",인천광역시 부평구 부평동 ***-* *층 ***호,21400,2024-02-08,영업/정상
인천,털찐댕댕이,,"인천광역시 부평구 장제로***번길 **, *층 ***호 (부평동, 지선아파트)",인천광역시 부평구 부평동 ***-** 지선아파트 *층 ***호,21360,2024-04-30,영업/정상
인천,인천강아지분양 고양이분양 블리독인천점,,"인천광역시 부평구 장제로***번길 **-*, *층 (갈산동)",인천광역시 부평구 갈산동 ***-*,21337,2024-12-17,영업/정상
인천,찐이캣,,"인천광역시 부평구 주부토로 ***, *층 (갈산동)",인천광역시 부평구 갈산동 ***-*,21316,2024-12-20,영업/정상
인천,멍그레 부평점,,"인천광역시 부평구 부평문화로***번길 **, 해피플러스 상가동 ***호 (부평동)",인천광역시 부평구 부평동 ***-** 해피플러스 상가동 ***호,21392,2025-05-16,영업/정상
인천,인천강아지분양 고양이분양 아가몽,,"인천광역시 부평구 부흥로***번길 **, *층 (부평동)",인천광역시 부평구 부평동 ***-**,21360,2025-07-22,영업/정상
인천,인천강아지분양 고양이분양 서리펫,,"인천광역시 부평구 세월천로 **, *층 (산곡동)",인천광역시 부평구 산곡동 *-*,21305,2025-08-19,영업/정상
인천,미유하우스,,"인천광역시 부평구 부평대로 ***, *층 (부평동)",인천광역시 부평구 부평동 **-**,21366,2025-12-18,영업/정상
인천,퍼피월드,032-551-7896,"인천광역시 계양구 장제로 ****, 장기빌딩 *층 (장기동)",인천광역시 계양구 장기동 ***-* 장기빌딩,21007,2020-12-28,영업/정상
인천,헤이독(HEY-DOG),,"인천광역시 계양구 안남로 ***, A동 ***호 (효성동)",인천광역시 계양구 효성동 **-* A동 ***호,21098,2022-01-12,영업/정상
인천,롯데마트 계양점(수족관),,"인천광역시 계양구 장제로 ***, 롯데마트 계양점 *층 (계산동)",인천광역시 계양구 계산동 ****-* 롯데마트 계양점,21060,2023-01-17,영업/정상
인천,작은숲,,"인천광역시 계양구 계산천동로 *, *층 (계산동)",인천광역시 계양구 계산동 ***-**,21053,2023-07-07,영업/정상
인천,은하수펫샵,,"인천광역시 계양구 계양대로**번길 *, *층 ***호 (작전동)",인천광역시 계양구 작전동 ***-*,21120,2023-07-26,영업/정상
인천,아시아펫,,인천광역시 계양구 장기로 * (장기동),인천광역시 계양구 장기동 ***-**,21006,2025-06-09,영업/정상
인천,한중펫,,"인천광역시 계양구 장기로**번길 **, *층 (장기동)",인천광역시 계양구 장기동 ***-*,21006,2025-07-30,영업/정상
인천,햄덕방,,"인천광역시 계양구 마장로***번길 **, 제일풍경채계양위너스카이*단지 판매시설 B*동 *층 ***호 (효성동)",인천광역시 계양구 효성동 *** 제일풍경채계양위너스카이*단지 판매시설 B*동 ***호,21105,2025-12-26,영업/정상
인천,어스펫,,"인천광역시 계양구 장기로**번길 **, *, *층 (장기동)",인천광역시 계양구 장기동 ***-*,21006,2026-06-25,영업/정상
인천,인천고양이분양 미소캣,,"인천광역시 계양구 임학서로 **, *층 (임학동)",인천광역시 계양구 임학동 **-*,21032,2026-04-16,영업/정상
인천,로얄 퍼피 코리아,,"인천광역시 계양구 장기로 **, *층 ***호 (장기동)",인천광역시 계양구 장기동 ***-* ***호,21007,2026-05-29,영업/정상
인천,자연동물병원,032-551-0975,"인천광역시 계양구 계양대로**번길 *, ***호 (작전동)",인천광역시 계양구 작전동 ***-* ***호,21120,2010-09-07,영업/정상
인천,요크독애견샵,,"인천광역시 계양구 효서로 ***, *층 (작전동)",인천광역시 계양구 작전동 *** *층,21124,2018-06-27,영업/정상
인천,라이프독 인천본점 24시 강아지분양 고양이분양,,"인천광역시 계양구 장제로 ***, ***호 (임학동)",인천광역시 계양구 임학동 **-** ***호,21034,2020-12-14,영업/정상
인천,고양이유치원 앤 포키돌,,인천광역시 서해구 길주로 ** (석남동),인천광역시 서해구 석남동 ***-**,22789,2017-03-29,영업/정상
인천,베이비몽 강아지분양 인천청라점,032-561-9770,인천광역시 서해구 옥빛로*번안길 * (청라동),인천광역시 서해구 청라동 ***-**,22765,2018-06-07,영업/정상
인천,판다팜 서구신현점,032-572-9341,"인천광역시 서해구 가정로 ***, 서경 플러스 존 B**층 (신현동)",인천광역시 서해구 신현동 ***-* 서경 플러스 존,22778,2018-07-27,영업/정상
인천,우리동물병원,032-566-0075,"인천광역시 서해구 서곶로 ***, *층 (연희동)",인천광역시 서해구 연희동 ***-*,22722,2018-08-02,영업/정상
인천,펫퍼스트 24시 강아지분양 고양이분양,,"인천광역시 서해구 중봉대로***번길 **-**, 청라프라자* *층 (청라동)","인천광역시 서해구 청라동 ***-* 청라프라자*, *층",22736,2018-09-14,영업/정상
인천,푸르캣(purr cat),,"인천광역시 서해구 청라한내로 **, 하엘에스페이스 ***호 (청라동)",인천광역시 서해구 청라동 **-* 하엘에스페이스,22758,2026-07-07,영업/정상
인천,헤르젠PH컷,032-577-0365,"인천광역시 서해구 고래울로 **, *층 (가좌동)",인천광역시 서해구 가좌동 ***-* *층,22813,2018-10-01,영업/정상
인천,수애견,,"인천광역시 서해구 건지로***번길 **-*, *층 (가좌동)",인천광역시 서해구 가좌동 ***-** *층,22809,2018-10-19,영업/정상
인천,고양이분양 꽃개와 꽃냥 인천 청라점,,"인천광역시 서해구 청라루비로**번길 *-**, *층 ***호 (청라동)",인천광역시 서해구 청라동 ***-**,22763,2021-03-30,영업/정상
인천,멍그레,,"인천광역시 서해구 청라에메랄드로 **, 지젤엠청라  지하*층 비***호 (청라동)",인천광역시 서해구 청라동 ***-** 지젤엠청라,22738,2022-01-25,영업/정상
인천,우아퍼피,,"인천광역시 서해구 보석로**번안길 **, *층 (청라동)",인천광역시 서해구 청라동 ***-***,22766,2022-08-03,영업/정상
인천,하이바이분양소 인천점,,"인천광역시 서해구 새오개로***번안길 **-*, ***-*호 (신현동)",인천광역시 서해구 신현동 ***-*,22779,2023-01-16,영업/정상
인천,인천반려동물농장,,"인천광역시 서해구 건지로***번길 **-*, 지하*층 (가좌동)",인천광역시 서해구 가좌동 ***-**,22834,2023-02-09,영업/정상
인천,인천강아지분양 고양이분양 24시 블리독청라점,,"인천광역시 서해구 청라에메랄드로 **, 커낼에비뉴 제씨동 제*층 **호 (청라동)",인천광역시 서해구 청라동 ***-** 커낼에비뉴,22738,2023-08-02,영업/정상
인천,에르멍스 강아지분양 고양이분양 인천점,,"인천광역시 서해구 대평로 *, ***동 b***호 (심곡동, 파인빌)",인천광역시 서해구 심곡동 *** 파인빌,22725,2023-08-21,영업/정상
인천,캣츄(cat's you),,"인천광역시 서해구 승학로***번길 *, *층 (연희동)",인천광역시 서해구 연희동 ***-**,22723,2023-08-21,영업/정상
인천,행복만개 강아지분양 고양이분양 인천본점,,"인천광역시 서해구 가정로 ***, 상가 가동 ***호 (신현동, 루원e-편한세상하늘채)",인천광역시 서해구 신현동 ***-* 루원e-편한세상하늘채,22778,2023-08-24,영업/정상
인천,강아지 보호센터,,"인천광역시 서해구 청라커낼로***번길 **, 청라한신더휴커낼웨이 ***~***호 (청라동)",인천광역시 서해구 청라동 ***-** 청라한신더휴커낼웨이,22762,2024-08-14,영업/정상
인천,인천강아지분양 고양이분양 미유펫 청라검단점,,"인천광역시 서해구 이화로 **, 행운빌딩 *층 (경서동)",인천광역시 서해구 경서동 *** 행운빌딩,22700,2024-08-19,영업/정상
인천,상도그 검암점,,"인천광역시 서해구 승학로 ***, 아카데미프라자 ***호 (검암동)",인천광역시 서해구 검암동 ***-* 아카데미프라자,22705,2024-10-07,영업/정상
인천,캣플헤븐 엘리스빌 인천서구점,,"인천광역시 서해구 서곶로 **, **~**호 (가정동, 루원 린스트라우스 더 린시티)",인천광역시 서해구 가정동 * 루원 린스트라우스 더 린시티,22776,2025-01-13,영업/정상
인천,톰퍼피,,"인천광역시 서해구 중봉대로***번길 **, 상가B동 *층 **호 (청라동, 청라 엑슬루타워)",인천광역시 서해구 청라동 ***-* 청라 엑슬루타워,22737,2025-11-13,영업/정상
인천,인천강아지분양 고양이입양 다온입양센터 인천점,,"인천광역시 서해구 새오개로***번안길 **, *동 *층 **호 (신현동)",인천광역시 서해구 신현동 ***-**,22779,2025-11-13,영업/정상
인천,미니펫스쿨 인천점,,"인천광역시 서해구 서달로***번길 **, *층 (석남동)",인천광역시 서해구 석남동 ***-*,22801,2026-02-02,영업/정상
인천,애견용품 할인매장,,인천광역시 서해구 가정로 *** (석남동),인천광역시 서해구 석남동 ***-*,22784,2014-07-23,영업/정상
인천,젊은열대어,,"인천광역시 검단구 검단로 *** (불로동, 상원빌딩)",인천광역시 검단구 불로동 ***-*,22620,2016-09-09,영업/정상
인천,드림독 강아지분양 안심분양센터 인천점,,"인천광역시 검단구 검단로 ***, 뷰비스타운 ***호 (왕길동)",인천광역시 검단구 왕길동 ***-* 뷰비스타운,22636,2021-10-29,영업/정상
인천,핀 독,,"인천광역시 검단구 이음*로 **, 새샘프라자 *층 ***,***호 (원당동)",인천광역시 검단구 원당동 ****-* 새샘프라자,22865,2022-03-21,영업/정상
인천,로얄수족관,,"인천광역시 검단구 서곶로 ***, 이마트 검단점 내 (당하동)",인천광역시 검단구 당하동 ****-* 당하 이마트,22686,2023-02-23,영업/정상
인천,롯데마트 검단점,,"인천광역시 검단구 원당대로 ***, 롯데마트 (마전동)",인천광역시 검단구 마전동 ****-* 롯데마트,22637,2023-03-17,영업/정상
인천,파충류샵 게코몽,,"인천광역시 검단구 이음*로 **, 서영아너시티*차 ***호 (원당동)",인천광역시 검단구 원당동 ****-* 서영아너시티*차,22865,2024-01-04,영업/정상
인천,인천강아지분양 고양이분양 도그마루,,"인천광역시 검단구 이음*로 **, 더원타워 ***호 (원당동)",인천광역시 검단구 원당동 ****-*,22866,2024-04-02,영업/정상
인천,털뭉치즈,,"인천광역시 검단구 원당대로 ***, ***호 (원당동)",인천광역시 검단구 원당동 ****-**,22866,2025-05-16,영업/정상
인천,인천강아지분양 고양이분양 헬스독,,"인천광역시 검단구 서곶로 ***, 홀리랜드 *동 *층 ***호 (당하동)",인천광역시 검단구 당하동 ****-* 홀리랜드,22677,2025-09-29,영업/정상
인천,사랑하개냥,,인천광역시 검단구 원당대로***번길 **-* (원당동),인천광역시 검단구 원당동 ***-**,22644,2025-11-11,영업/정상
인천,인천조류원,,"인천광역시 검단구 봉수대로 ****, *동 (왕길동)",인천광역시 검단구 왕길동 ***-*,22671,2014-09-02,영업/정상
인천,러브독애견카페,,인천광역시 강화군 내가면 강화서로 **,인천광역시 강화군 내가면 외포리 ***-*,23054,2021-02-18,영업/정상
인천,강화애견훈련학교,,인천광역시 강화군 양도면 강화남로 ***-*,인천광역시 강화군 양도면 도장리 ***-**,23058,2025-06-04,영업/정상
인천,월곳켄넬,,인천광역시 강화군 강화읍 해안북로 ***-*,인천광역시 강화군 강화읍 월곳리 **-**,23021,2025-03-25,영업/정상
인천,살롱드포메(Salon de Pome),,인천광역시 강화군 내가면 해안서로 ***,인천광역시 강화군 내가면 외포리 ***,23054,2025-02-13,영업/정상
대전,예쁜 강아지,,대전광역시 동구 동산초교로**번길 ** (홍도동),대전광역시 동구 홍도동 **-**,34558,2017-10-16,영업/정상
대전,더폼나고 더폼나개,,대전광역시 동구 계족로 *** (대동),대전광역시 동구 대동 ***-*,34659,2018-05-15,영업/정상
대전,금성애견,,대전광역시 동구 계족로 *** (소제동),대전광역시 동구 소제동 ***-**,34602,2018-06-19,영업/정상
대전,일프로 애견,,대전광역시 동구 계족로***번길 ** (용전동),대전광역시 동구 용전동 **-**,34546,2018-12-17,영업/정상
대전,라온캣 대전고양이 분양 본점,,대전광역시 동구 동서대로 **** (삼성동),대전광역시 동구 삼성동 ***-*,34566,2019-02-19,영업/정상
대전,라온캣독 대전강아지분양 고양이분양,,"대전광역시 동구 동서대로 ****, *층 (삼성동)",대전광역시 동구 삼성동 ***-*,34566,2026-06-08,영업/정상
대전,코리아 프렌치 불독,,대전광역시 동구 계족로 *** (용전동),"대전광역시 동구 용전동 **-** , *층",34541,2026-06-09,영업/정상
대전,멍멍하니?,,대전광역시 동구 동대전로 *** (가양동),대전광역시 동구 가양동 ***-**,34597,2020-03-14,영업/정상
대전,야옹아 멍멍해봐,,대전광역시 동구 대전로 *** (가오동),대전광역시 동구 가오동 ***-**,34695,2020-11-02,영업/정상
대전,로얄수족관,,"대전광역시 동구 동서대로 ****, 대전복합터미널(서관) *층 (용전동)",대전광역시 동구 용전동 **-* 대전복합터미널(서관),34551,2020-12-29,영업/정상
대전,팝스 컴퍼니,,"대전광역시 동구 동대전로***번길 **, 지하*층 (대동)",대전광역시 동구 대동 **-**,34648,2021-04-20,영업/정상
대전,냥이파파,,"대전광역시 동구 계족로 ***, *층 (용전동)",대전광역시 동구 용전동 ***-*,34544,2021-06-23,영업/정상
대전,코리아펫,,대전광역시 동구 용운로 ***(용운동),대전광역시 동구 용운동 ***-*,34661,2021-08-24,영업/정상
대전,작은동물원수족관,,"대전광역시 동구 은어송로 **, 패션아일랜드 *층 ****호 앞호 (가오동)",대전광역시 동구 가오동 *** 패션아일랜드,34681,2021-09-16,영업/정상
대전,리틀캣,,"대전광역시 동구 대전로 ***, *층 (효동)",대전광역시 동구 효동 ***-*,34636,2022-07-08,영업/정상
대전,도그앤 패션브랜드,,대전광역시 동구 비래서로**번길 ***(가양동),대전광역시 동구 가양동 **-**,34532,2022-08-24,영업/정상
대전,초초펫,,"대전광역시 동구 동대전로***번길 **, ***호 (대동)",대전광역시 동구 대동 **-* ***호,34649,2023-11-28,영업/정상
대전,낭만펫 강아지분양 고양이분양 대전 본점,,"대전광역시 동구 동서대로****번길 *, *층 (삼성동)",대전광역시 동구 삼성동 ***-*,34566,2024-06-21,영업/정상
대전,버니팜,,"대전광역시 동구 대전천북로 *, ***호 (삼성동)",대전광역시 동구 삼성동 ***-*,34570,2024-07-08,영업/정상
대전,푸바오애견,,"대전광역시 동구 계족로***번길 *, *층 (용전동)",대전광역시 동구 용전동 ***-**,34544,2024-08-27,영업/정상
대전,푸바오애견 2호점,,"대전광역시 동구 계족로 ***, ***호 (용전동)",대전광역시 동구 용전동 ***-*,34544,2024-11-04,영업/정상
대전,까꿍#,,"대전광역시 동구 동부로**번길 **, *층 (판암동)",대전광역시 동구 판암동 ***,34675,2026-01-07,영업/정상
대전,코리아애견,,대전광역시 동구 우암로 *** (가양동),대전광역시 동구 가양동 **-*,,2008-08-13,영업/정상
대전,거상애견,,대전광역시 동구 동서대로****번길 ** (삼성동),대전광역시 동구 삼성동 ***-**,34566,2008-07-28,영업/정상
대전,베이비독,,대전광역시 동구 대전로 *** (효동),대전광역시 동구 효동 ***-*,34636,2015-06-05,영업/정상
대전,리틀애견타운,,대전광역시 동구 석천로 ** (낭월동),대전광역시 동구 낭월동 ***,34706,2017-05-23,영업/정상
대전,더 개편한 세상,,대전광역시 동구 한밭대로****번길 * (용전동),"대전광역시 동구 용전동 **-* , *호",34537,2017-08-01,영업/정상
대전,N&A로열독,,대전광역시 동구 동대전로 ***-* (자양동),,34607,2021-05-10,영업/정상
대전,안녕펫(물어보개),,대전광역시 중구 중교로 **(대흥동),대전광역시 중구 대흥동 ***-*,34925,2022-07-07,영업/정상
대전,투투펫,042-223-0922,대전광역시 중구 대흥로***번길 **(대흥동),대전광역시 중구 대흥동 *-*,34926,2022-06-29,영업/정상
대전,캣플 코지눅 대전은행점,,"대전광역시 중구 중앙로***번길 **, *층 (은행동)",대전광역시 중구 은행동 **-*,34923,2025-04-18,영업/정상
대전,대전 고양이분양 미유펫,,"대전광역시 중구 대흥로 ***, *층 (대흥동)",대전광역시 중구 대흥동 ***-*,34917,2025-08-20,영업/정상
대전,대전 강아지분양 미유펫,,"대전광역시 중구 대흥로 ***, *층 (대흥동)",대전광역시 중구 대흥동 ***-*,34917,2025-08-20,영업/정상
대전,제일애견,,대전광역시 중구 중교로 ** (은행동),대전광역시 중구 은행동 ***-*,34924,2013-09-10,영업/정상
대전,대전애견경매장,042-272-0454,대전광역시 중구 대흥로***번길 ** (대흥동),대전광역시 중구 대흥동 *-*,34926,2014-11-11,영업/정상
대전,데이즈,042-335-1139,대전광역시 중구 중앙로***번길 ** (은행동),대전광역시 중구 은행동 **-*,34923,2016-08-26,영업/정상
대전,작은동물원,,대전광역시 중구 중교로 **-* (대흥동),대전광역시 중구 대흥동 ***-*,34925,2017-08-30,영업/정상
대전,하나로 플라워 수족관,042-581-2004,"대전광역시 중구 대둔산로***번길 **, *층 (안영동)",대전광역시 중구 안영동 *** *층,35084,2018-08-27,영업/정상
대전,탑애견 강아지 고양이 대전점,,"대전광역시 중구 중교로 **, *층 (대흥동)",대전광역시 중구 대흥동 ***-*,34925,2019-08-23,영업/정상
대전,대전강아지분양 고양이분양 동양애견,,"대전광역시 중구 대흥로***번길 **, *층 (대흥동)",대전광역시 중구 대흥동 ***-*,34925,2022-09-05,영업/정상
대전,대한반려동물 영농조합법인,,"대전광역시 서구 가수원로 ***, *호동 ***호 (가수원동, 은아아파트*단지)",대전광역시 서구 가수원동 *** *호동 ***호,35386,2017-09-22,영업/정상
대전,대청애견수족관,,대전광역시 서구 도솔로 *** (도마동),대전광역시 서구 도마동 **-*,35333,2011-01-25,영업/정상
대전,강아지의 하루,042-581-2240,대전광역시 서구 정림동로*번길 ** (정림동),대전광역시 서구 정림동 ***,35396,2016-01-05,영업/정상
대전,초초,,"대전광역시 서구 정림동로*번길 **, *층 (정림동)",대전광역시 서구 정림동 ***,35396,2017-05-02,영업/정상
대전,도그웨이살롱,042-542-1799,"대전광역시 서구 관저북로**번길 **-** (관저동, 이솔하우스)",대전광역시 서구 관저동 ****,35360,2016-01-14,영업/정상
대전,대전강아지분양 홍스퍼피,,"대전광역시 서구 둔산로**번길 **, *층 ***호 (둔산동)",대전광역시 서구 둔산동 ***,35229,2026-08-21,영업/정상
대전,참좋은애견,,대전광역시 서구 도산로 ** (도마동),대전광역시 서구 도마동 ***-**,35332,2017-11-17,영업/정상
대전,더개,,대전광역시 서구 문정로***번길 ** (탄방동),대전광역시 서구 탄방동 ***,35256,2018-02-14,영업/정상
대전,펫플레이스,,"대전광역시 서구 갈마로 ***, *층 ***호 (괴정동)",대전광역시 서구 괴정동 **-**,35293,2018-10-05,영업/정상
대전,하얀강아지,042-534-9393,"대전광역시 서구 갈마로 **, *층 (갈마동)",대전광역시 서구 갈마동 ***-**,35272,2019-02-07,영업/정상
대전,대전강아지분양 고양이분양 도그마루,,"대전광역시 서구 문정로 **, *층 (둔산동)",대전광역시 서구 둔산동 ****,35235,2020-09-08,영업/정상
대전,루나캣 대전고양이분양 본점,,"대전광역시 서구 괴정로**번길 *, *층 ***호 (괴정동)",대전광역시 서구 괴정동 **-**,35292,2020-09-14,영업/정상
대전,피터펫,,"대전광역시 서구 유등로 ***, *층 (탄방동)",대전광역시 서구 탄방동 ****-**,35253,2021-05-20,영업/정상
대전,블랑퍼피 대전강아지분양 본점,,"대전광역시 서구 계룡로***번길 *, ***호 (둔산동, 갤러리빌*차)",대전광역시 서구 둔산동 **** 갤러리빌*차,35235,2021-11-25,영업/정상
대전,꽁냥꽁냥,070-4042-8433,"대전광역시 서구 관저남로**번길 **-**, ***호 (관저동)",대전광역시 서구 관저동 ****-*,35383,2021-11-25,영업/정상
대전,마리앤쥬,,"대전광역시 서구 둔지로 **, 경희빌딩 *층 (둔산동)",대전광역시 서구 둔산동 **** 경희빌딩,35230,2021-12-22,영업/정상
대전,네옹고양이,,대전광역시 서구 도솔로 **(도마동),대전광역시 서구 도마동 ***-**,35338,2022-05-18,영업/정상
대전,반할꼬양,,"대전광역시 서구 도안동로**번길 **, KD U PLAZA *층 ***호 (도안동)",대전광역시 서구 도안동 **** KD U PLAZA,35368,2022-08-12,영업/정상
대전,캣카페 낭만고양이,,"대전광역시 서구 둔산로 **-**, ***호 (둔산동)",대전광역시 서구 둔산동 **** ***호,35230,2023-01-11,영업/정상
대전,하이바이분양소 강아지고양이 대전점,,"대전광역시 서구 원도안로***번길 **-*, *층 (도안동)",대전광역시 서구 도안동 ****,35357,2023-03-14,영업/정상
대전,로얄수족관,,"대전광역시 서구 둔산북로 **, 대전둔산이마트 *층 (둔산동)",대전광역시 서구 둔산동 ***-* 대전둔산이마트,35229,2023-08-08,영업/정상
대전,펫엔글라이더 대전점,,"대전광역시 서구 계룡로***번길 ***, *층 (탄방동)",대전광역시 서구 탄방동 **-*,35257,2024-02-28,영업/정상
대전,도미에르펫,042-488-0869,"대전광역시 서구 문정로***번길 **, ***호 (탄방동)",대전광역시 서구 탄방동 ***,35256,2025-07-30,영업/정상
대전,하치코,,대전광역시 서구 갈마로 *** (내동),대전광역시 서구 내동 **-*,35288,2025-09-26,영업/정상
대전,리틀주,,"대전광역시 서구 둔산로 **-**, *층 (둔산동)",대전광역시 서구 둔산동 ****,35230,2026-04-02,영업/정상
대전,멍품 강아지분양 본점,,"대전광역시 유성구 계룡로 **, *층 ***호 (봉명동, 미성샤르망)",대전광역시 유성구 봉명동 ***-* 미성샤르망 ***호,34178,2021-09-29,영업/정상
대전,애니멀즈 강아지분양 고양이분양 대전점,042-824-8885,대전광역시 유성구 온천북로 **(봉명동),대전광역시 유성구 봉명동 ***-*,34185,2022-06-16,영업/정상
대전,햄토피아 유성점,,"대전광역시 유성구 은구비남로**번길 **, *층 (지족동)",대전광역시 유성구 지족동 ***-*,34086,2022-08-04,영업/정상
대전,대전 강아지분양 고양이분양 파라다이스펫본점,,"대전광역시 유성구 유성대로 ***, *층 (장대동)",대전광역시 유성구 장대동 ***-*,34166,2023-01-03,영업/정상
대전,(주)대전 강아지분양 고양이분양 퍼피댕 안심분양소 대전본점,,"대전광역시 유성구 지족동로 ***, *층 (반석동)",대전광역시 유성구 반석동 ***-**,34070,2023-04-18,영업/정상
대전,퍼피댕 강아지분양 무료분양 대전유성점말티즈포메라니안입양,,"대전광역시 유성구 지족동로 ***, *층 (반석동)",대전광역시 유성구 반석동 ***-**,34070,2024-03-11,영업/정상
대전,주식회사 코리아펫,,"대전광역시 유성구 유성대로***번길 **, *층 ***호 (장대동)",대전광역시 유성구 장대동 ***-*,34136,2025-05-21,영업/정상
대전,애니멀스타,,"대전광역시 유성구 금남구즉로 ****, *층 (봉산동)",대전광역시 유성구 봉산동 ***-*,34003,2025-09-30,영업/정상
대전,(주)코스모스이펙트,,"대전광역시 유성구 장대로 ***, *층 **A호 (장대동)",대전광역시 유성구 장대동 ***-*,34165,2025-11-17,영업/정상
대전,대전 강아지 분양 우리 강아지,,"대전광역시 유성구 유성대로 ***, *층 (장대동)",대전광역시 유성구 장대동 ***-*,34165,2026-01-16,영업/정상
대전,코코르펫,,"대전광역시 유성구 원신흥남로**번길 **-**, *층 ***호 (원신흥동)",대전광역시 유성구 원신흥동 ***-*,34195,2026-01-23,영업/정상
대전,송강애견,042-935-2929,대전광역시 유성구 구즉로 ** (송강동),대전광역시 유성구 송강동 **-*,34009,2008-05-02,영업/정상
대전,도그퀸,,"대전광역시 유성구 계룡로 **, ***호 (봉명동, 미성샤르망아파트)",대전광역시 유성구 봉명동 ***-*,34178,2014-03-18,영업/정상
대전,유성애견호텔,042-823-4274,대전광역시 유성구 유성대로***번길 **-** (장대동),대전광역시 유성구 장대동 ***-**,34136,2008-05-02,영업/정상
대전,해바라기 애견 퍼피하우스,042-825-8230,"대전광역시 유성구 유성대로 ***, *층 ***호 (장대동)",대전광역시 유성구 장대동 ***-*,34165,2011-11-02,영업/정상
대전,애견수족관,042-861-7778,대전광역시 유성구 은구비남로 ** (지족동),대전광역시 유성구 지족동 *** 열매마을 @ ***동 ***호,34085,2014-09-29,영업/정상
대전,강아지분양 더펫,1566-4944,대전광역시 유성구 온천동로 ** (봉명동),대전광역시 유성구 봉명동 ***-*,34185,2012-01-05,영업/정상
대전,프랜독(FRIENDOG),042-823-9959,대전광역시 유성구 유성대로***번길 * (장대동),대전광역시 유성구 장대동 ***-**,34173,2012-07-09,영업/정상
대전,서울아쿠아룸,042-541-0771,대전광역시 유성구 교촌로*번길 ** (교촌동),대전광역시 유성구 교촌동 ***-*,34225,2012-08-17,영업/정상
대전,서울아쿠아룸(홈플러스 유성점),042-841-2080,"대전광역시 유성구 한밭대로 *** (봉명동, 홈플러스 유성점)",대전광역시 유성구 봉명동 *** 홈플러스 유성점,34184,2014-09-29,영업/정상
대전,홈플러스 서대전점 수족관,,대전광역시 유성구 대정로 ** (대정동),대전광역시 유성구 대정동 ***-*,34219,2012-08-24,영업/정상
대전,롯데마트 대덕점(한강아쿠아),042-930-2500,"대전광역시 유성구 테크노중앙로 ** (관평동, 롯데마트 대덕테크노밸리점)",대전광역시 유성구 관평동 *** 롯데마트 대덕테크노밸리점,34017,2012-09-03,영업/정상
대전,스누피 펫 유성점,,"대전광역시 유성구 지족로***번길 **, ***~***호 (지족동)",대전광역시 유성구 지족동 ***-*,34077,2015-04-24,영업/정상
대전,애니 멍,042-864-0959,대전광역시 유성구 전민로**번길 * (전민동),대전광역시 유성구 전민동 ***-*,34052,2015-05-01,영업/정상
대전,24시 대전동물의료센터,042-823-7559,"대전광역시 유성구 계룡로 ***, *층 (봉명동)",대전광역시 유성구 봉명동 ***-** *층,34187,2015-06-15,영업/정상
대전,센스펫(노은점),042-823-1682,대전광역시 유성구 노은동로 ** (노은동),대전광역시 유성구 노은동 ***,34091,2015-11-05,영업/정상
대전,펫콩,,"대전광역시 유성구 반석동로**번길 **-**, *층 (반석동)",대전광역시 유성구 반석동 ***-* *층,34068,2017-11-06,영업/정상
대전,펫츠마트,,대전광역시 유성구 전민로*번길 ** (전민동),대전광역시 유성구 전민동 ***-*,34052,2017-11-07,영업/정상
대전,멍멍이 집,042-545-8801,대전광역시 유성구 진잠로***번길 **-* (원내동),대전광역시 유성구 원내동 **-*,34227,2017-12-22,영업/정상
대전,서울아쿠아룸,042-541-0771,"대전광역시 유성구 유성대로 **-**, 롯데마트 서대전점 (원내동)",대전광역시 유성구 원내동 **-* 롯데마트 서대전점,34223,2018-01-26,영업/정상
대전,PETERRA,042-825-5602,"대전광역시 유성구 봉명서로 **-**, *층 (봉명동)",대전광역시 유성구 봉명동 ****-* *층,34190,2018-02-01,영업/정상
대전,아지파파,,대전광역시 유성구 와룡로***번길 ** (봉산동),대전광역시 유성구 봉산동 ***-*,34007,2018-03-13,영업/정상
대전,브리더독,,"대전광역시 유성구 은구비로***번안길 *-*, *층 (죽동)",대전광역시 유성구 죽동 ***-*,34097,2020-10-06,영업/정상
대전,마음펫 살롱,,"대전광역시 유성구 월드컵대로***번길 **, *층 (구암동)",대전광역시 유성구 구암동 ***-**,34182,2026-08-27,영업/정상
대전,똥싼강아지,042-823-9797,"대전광역시 유성구 대학로 **, *층 ***호 (봉명동)",대전광역시 유성구 봉명동 ***-*,34168,2026-03-20,영업/정상
대전,코리아펫,,"대전광역시 대덕구 신탄진로***번길 *, A*호 (신탄진동)",대전광역시 대덕구 신탄진동 ***-**,34311,2021-10-21,영업/정상
대전,더펫(산타하우스),1566-4414,대전광역시 대덕구 계족로 *** (중리동),대전광역시 대덕구 중리동 ***-*,34422,2026-04-09,영업/정상
